ASSETS19,ASSORG19,BHC19,BHCFOR19,REAL1419,ORDER,OCC19,SEQINS,CERT19,SID,TAX_ID19,CODE19,LEI,STATER19,NAME19,PLACE19,CODE17,HMPRID,SYD,RSSD19,RSSDP19,RSSDHH19,ORG19,ENTITY19,THC19,CHARTR19,INSURE19,THRIFT19,NCUA19,STATE19,MINBNK19,COUNTY19,TYPE19,NAMEOR19,FOREOR19,NAMES19,FORE19,NAMER19,TAXIDR19,LEIR19,LAR19,CRA19,FHLB19,FHFBID19,PARENT19,OLC19,ASSETL19,PURC19,PURCD19,ORIG19,HIELG19,HIRAT19,ORIGM19,HIELGM19,HIRATM19,ORIGD19,ORIGDM19,APPL19,APPLD19,APPLM19,APPLDM19
 , , , , ,24884, ,24884, , ,77-0455415,7,549300P5SKZCJ1JGSQ39,6,"KINGS MORTGAGE SERVICES, INC.",VISALIA,7,77-0455415,515,3885235,0,0,10515,0, ,510,0, , , , , ,40,"KINGS MORTGAGE SERVICES, INC.",IMB, ,IMB,KINGS MTG SVC,77-0455415,0,1308,0,0,0, ,3,0,0,0,1040,1040,103,628,628,72,240819,137768,1308,304034,807,176585
 , , , , ,24886, ,24886, , ,80-0312140,7,254900YA1AQXNM8QVZ06,10,"WALKER & DUNLOP, LLC",WILMINGTON,7,80-0312140, ,3913099,0,0,44886,0, ,510,0, , , , , ,40,"WALKER & DUNLOP, LLC",IMB, ,IMB,WALKER & DUNLOP LLC, ,0,949,0,0,0, ,3,0,0,0,840,0,0,0,0,0,17481691,0,949,19631350,0,0
 , , , , ,24887, ,24887, , ,83-0446200,7,549300C4RD3C53QCM649,4,STARBOARD FINANCIAL MANAGEMENT,MESA,7,83-0446200, ,4533298,0,0,44887,0, ,510,0, , , , , ,40,STARBOARD FINANCIAL MANAGEMENT,IMB, ,IMB,STARBOARD FNCL MGMT,83-0446200,0,1459,0,0,0, ,3,0,0,0,1052,1052,259,239,239,105,248502,52458,1459,350616,330,73660
 , , , , ,24888, ,24888, , ,84-0849361,7,5493000OIGWIS24A1547,8,UNIVERSAL LENDING CORPORATION,LITTLETON,7,84-0849361,447,0,0,0,10447,0, ,510,0, , , , , ,40,UNIVERSAL LENDING CORPORATION,IMB, ,IMB, , , ,5970,0,0,0, ,3,0,0,0,4747,4747,733,1114,1114,245,1373901,287153,5970,1731746,1421,364946
 , , , , ,24889, ,24889, , ,84-1496821,7,549300WKFR15017V9850,8,MEGASTAR FINANCIAL CORP.,DENVER,7,84-1496821,469,3848883,0,0,10469,0, ,510,0, , , , , ,40,MEGASTAR FINANCIAL CORPORATION,IMB, ,IMB,MEGASTAR FNCL CORP,84-1496821,0,4986,0,0,0, ,3,0,0,0,3893,3893,249,537,537,56,1231927,163297,4986,1570975,720,212680
 , , , , ,24890, ,24890, , ,84-1599785,7,54930068THUS1PO1LX49,8,"DHA FINANCIAL, LLC",GREENWOOD VILLAGE,7,84-1599785, ,4531548,0,0,44890,0, ,510,0, , , , , ,40,"DHA FINANCIAL, LLC",IMB, ,IMB,DHA FNCL,84-1599785,0,242,0,0,0, ,3,0,0,0,187,187,23,44,44,5,60539,14073,242,77485,60,19453
 , , , , ,24895, ,24895, , ,91-1465333,7,549300JBTQ88S1XGQG53,53,"WESTWOOD MORTGAGE, INC.",SEATTLE,7,91-1465333, ,4533122,0,0,44895,0, ,510,0, , , , , ,40,WESTWOOD MORTGAGE,IMB, ,IMB,WESTWOOD MTG,91-1465333,0,264,0,0,0, ,3,0,0,0,201,201,3,34,34,2,89992,15658,264,113679,44,19304
 , , , , ,24898, ,24898, , ,95-4539084,7,549300O6Z0I6KYMESL47,6,AMWEST FUNDING CORP.,BREA,7,95-4539084,519,3897788,0,0,10519,0, ,510,0, , , , , ,40,AMWEST FUNDING CORP.,IMB, ,IMB,PREFERRED MTG ALLI,95-4539084,0,7582,0,0,0, ,3,0,63,260656307,5087,5087,0,3473,3473,0,2024042,1307702,7519,3024331,5029,1888500
34531413,34619626,3005332, ,5238717,24900,249,24900,7888, ,25-1255405,9,N8T7HW55LK5D2ORCKP39,42,FIRST NATIONAL BANK OF PENNSYL,GREENVILLE,9,0000379920, ,379920,3005332,3005332,3005332,379920,3005332,200,7,0, ,42,0,85,10,F.N.B. CORPORATION,FHD,FIRST NB OF PA,NAT,FIRST NB OF PA,25-1255405,N8T7HW55LK5D2ORCKP39,25212,0,3,10358,F.N.B. CORPORATION,0,33026384,2258,528588149,14851,14431,244,1360,1329,14,2887748,318404,22954,4199842,2546,538089
2899519,2899519,4097978,4097978,241891,24901,24440,24901,24387, ,95-3763643,9,254900YLQBQNWLGKOI74,36,INDUSTRIAL AND COMMERCIAL BANK,NEW YORK,9,0001015560, ,1015560,2403119,4097978,4097978,1015560, ,200,7,0, ,36,0,61,10,CHINA INV CORP,FBH,INDUSTRIAL & CMRL BK,NAT,INDUSTRIAL & CMRL BK,95-3763643,0,151,0,2,55892,INDUSTRIAL AND COMMERCIAL BANK,0,2886641,0,0,115,108,0,97,97,0,153054,73016,151,185636,130,92498
661362,95362,1141861, ,195152,24921,17828,24921,24561, ,20-2749403,1,549300M8WGW2D17CZD19,48,"GARDNER FINANCIAL SERVICES, LT",SAN ANTONIO,1,20-2749403, ,4429908,1141861,1141861,1141861,1015467,1141861,200,7,0, ,48,0,29,11,CROCKETT COUNTY NATIONAL BANCS,BHC,CROCKETT NB,NAT,GARDNER FS,20-2749403,0,6709,0,9,15567, ,1,0,0,0,5234,5234,635,1478,1478,294,1389416,346749,6709,1794140,1994,466247
642288,68955,1491333, ,122072,24930,0,24930,1527, ,71-0141380,2,254900YY36UO9MBPH808,5,DIAMOND BANK,MURFREESBORO,2,0000027847, ,27847,1491333,1491333,1491333,27847,1491333,200,7,0, ,5,0,109,10,BAINUM BANCORP,BHC,DIAMOND BK,SMB,DIAMOND BK,71-0141380,254900YY36UO9MBPH808,435,0,9,14755,BAINUM BANCORP,0,604904,0,0,323,299,0,55,55,0,27030,4423,435,35660,83,6378
848382,89012,3398315, ,442118,24931,0,24931,26591, ,04-1853160,2,549300URUSGWHXJ4OZ19,25,COASTAL HERITAGE BANK,WEYMOUTH,2,0000115575, ,115575,3431203,3398315,3398315,115575,3398315,320,7,8348, ,25,0,21,20,"EQUITABLE BANCORP, MHC",BHC,COASTAL HERITAGE BK,SMB,COASTAL HERITAGE BK,04-1853160,549300URUSGWHXJ4OZ19,345,0,1,8348,"EQUITABLE BANCORP, INC.",0,324574,0,0,254,219,0,16,16,0,118339,6418,345,155807,23,9120
118497,118497,0, ,75509,24935,0,24935,26513, ,04-1875980,2,54930083CVF047DLXL67,25,STOUGHTON CO-OPERATIVE BANK,STOUGHTON,2,0000164975, ,164975,0,0,-164975,164975, ,320,7,0, ,25,0,21,20,STOUGHTON CO-OP BK,SMB,STOUGHTON CO-OP BK,SMB,STOUGHTON CO-OP BK,04-1875980,0,61,0,1,52977, ,0,115390,0,0,57,51,0,7,7,0,14095,990,61,15094,9,1200
998211,141229,2012436, ,306334,24939,0,24939,384, ,31-4271820,2,549300JQGT4VX22XJ495,39,THE OHIO VALLEY BANK COMPANY,GALLIPOLIS,2,0000498317, ,498317,2012436,2012436,2012436,498317,2012436,200,7,0, ,39,0,53,10,OHIO VALLEY BANC CORP.,FHD,OHIO VALLEY BK CO,SMB,OHIO VALLEY BK CO,31-4271820,549300JQGT4VX22XJ495,469,0,5,10041,OHIO VALLEY BANC CORP.,0,1014990,0,0,348,328,39,11,11,2,59066,1743,469,74299,15,2048
1475841,165261,3211012, ,167164,24940,0,24940,24563, ,74-2231534,2,549300V1GCCNY7J42I93,48,TEXAS COMMUNITY BANK,LAREDO,2,0000528960, ,528960,3211012,3211012,3211012,528960,3211012,200,7,0, ,48,0,479,10,"VISION BANCSHARES, INC.",BHC,TEXAS CMNTY BK,SMB,TEXAS CMNTY BK,74-2231534,0,156,0,9,54234,"VISION BANCSHARES, INC.",0,1440014,0,0,113,69,0,57,57,0,63623,9342,156,74360,93,15710
632446,62181,3134102, ,210028,24943,0,24943,90169, ,04-1118820,2,549300GBZNWRGLS7CP89,25,BRIDGEWATER SAVINGS BANK,RAYNHAM,2,0000699105, ,699105,3134102,3134102,3134102,699105,3134102,300,7,8030, ,25,0,5,20,"BRIDGEWATER FINANCIAL, MHC",FHD,BRIDGEWATER SVG BK,SMB,BRIDGEWATER SVG BK, ,0,892,0,1,8030,"BRIDGEWATER FINANCIAL, MHC",0,612603,0,0,638,628,0,47,47,0,206020,15394,892,290036,76,26514
454526,65908,1063619, ,30644,24945,0,24945,16127, ,73-0127305,2,549300YPUST7CSVL4680,40,FNB COMMUNITY BANK,MIDWEST CITY,2,0000839255, ,839255,1063619,1063619,1063619,839255,1063619,200,7,0, ,40,0,109,10,FIRST MIDWEST ACQUISITION CORP,BHC,FNB CMNTY BK,SMB,FNB CMNTY BK,73-0127305,549300YPUST7CSVL4680,164,0,10,14146,FIRST MIDWEST ACQUISITION CORP,0,478427,0,0,97,64,0,13,13,0,8497,472,164,12504,23,886
114282,10617,1249619, ,27409,24946,0,24946,20239, ,61-0710508,2,549300DBCK1J1S86JR79,21,BANK OF CADIZ AND TRUST COMPAN,CADIZ,2,0000904845, ,904845,1249619,1249619,1249619,904845,1249619,200,7,0, ,21,0,221,10,"CADIZ BANCORP, INC.",BHC,BANK OF CADIZ & TC,SMB,BANK OF CADIZ & TC,61-0710508,0,60,0,5,10994,"CADIZ BANCORP, INC.",0,103088,0,0,50,45,2,1,1,0,7180,112,60,7988,2,170
186144,20133,4328083, ,26802,24948,0,24948,4660, ,48-0207525,2,549300NZI0KZUW6HBT60,20,FIRSTOAK BANK,INDEPENDENCE,2,0000916857, ,916857,4328083,4328083,4328083,916857,4328083,200,7,0, ,20,0,125,10,"FNB BANCSHARES, INC.",BHC,FIRSTOAK BK,SMB,FIRSTOAK BK,48-0207525,549300NZI0KZUW6HBT60,94,0,10,11567,"FNB BANCSHARES, INC.",0,180460,0,0,80,45,0,4,4,0,10810,486,94,14263,6,1520
198115,20676,1406935, ,47778,24949,0,24949,7599, ,24-0655715,2,549300RNPYOEZNJPTF08,42,JIM THORPE NEIGHBORHOOD BANK,JIM THORPE,2,0000920210, ,920210,1406935,1406935,1406935,920210,1406935,200,7,0, ,42,0,25,10,"JTNB BANCORP, INC.",BHC,JIM THORPE NEIGH BK,SMB,JIM THORPE NEIGH BK,24-0655715,549300RNPYOEZNJPTF08,100,0,3,16536,"JTNB BANCORP, INC.",0,190808,0,0,79,62,0,1,1,0,7750,314,100,9962,2,651
312284,34277,1208102, ,29327,24950,0,24950,13179, ,38-0519160,2,254900Q4OHCZ5HC5KM52,26,FIRST COMMUNITY BANK,HARBOR SPRINGS,2,0000932745, ,932745,1208102,1208102,1208102,932745,1208102,200,7,10580, ,26,0,47,10,HARBOR SPRINGS FINANCIAL CORPO,BHC,FIRST CMNTY BK,SMB,FIRST CMNTY BK,38-0519160,254900Q4OHCZ5HC5KM52,52,0,6,10580,HARBOR SPRINGS FINANCIAL CORPO,0,312256,0,0,41,14,0,3,3,0,7985,449,52,9454,3,449
193087,193087,0, ,70596,24951,0,24951,28167, ,06-0475460,2,54930071HHK4VYJ1SG61,9,EASTERN CONNECTICUT SAVINGS BA,NORWICH,2,0000939070, ,939070,0,0,-939070,939070, ,300,7,1039, ,9,0,11,20,EASTERN CT SVGS BK,SMB,EASTERN CT SVGS BK,SMB,EASTERN CT SVGS BK, ,0,158,0,1,1039, ,0,181008,0,0,116,108,0,7,7,0,23798,2559,158,30899,11,3146
380175,55457,1061987, ,64148,24952,0,24952,4707, ,48-0296945,2,549300C4ZH7G6OB81F33,20,CITIZENS BANK OF KANSAS,KINGMAN,2,0001014853, ,1014853,1061987,1061987,1061987,1014853,1061987,200,7,0, ,20,0,95,10,"KING BANCSHARES, INC.",FHD,CITIZENS BK OF KS,SMB,CITIZENS BK OF KS,48-0296945,549300C4ZH7G6OB81F33,242,0,10,10477,"KING BANCSHARES, INC.",0,236384,0,0,172,137,0,14,14,0,23191,2133,242,29247,20,2513
2127181,251829,3695667, ,580112,24953,0,24953,27330, ,33-0244449,2,ZXZDWBXF4U47HEP2EO46,6,SILVERGATE BANK,LA JOLLA,2,0001216826, ,1216826,3695667,3695667,3695667,1216826,3695667,200,7,0, ,6,0,73,10,SILVERGATE CAPITAL CORPORATION,BHC,SILVERGATE BK,SMB,SILVERGATE BK,33-0244449,ZXZDWBXF4U47HEP2EO46,282,0,11,14732,SILVERGATE CAPITAL CORPORATION,0,1999812,92,598291293,105,96,0,43,43,0,97951,25884,190,166714,78,50733
267336,26737,5109672, ,36769,24958,0,24958,58111, ,20-3340543,2,549300CNDBHD7VKHK806,1,NOBLEBANK & TRUST,ANNISTON,2,0003385744, ,3385744,5109672,5109672,5109672,3385744,5109672,200,7,0, ,1,0,15,10,"NOBLE BANCSHARES, INC.",BHC,NOBLEBANK & TR,SMB,NOBLEBANK & TR, ,0,114,0,4,53806,"NOBLE BANCSHARES, INC.",0,257588,0,0,94,36,0,4,4,0,9608,364,114,10590,6,430
277558,29753,2359917, ,23280,24965,0,24965,1409, ,41-0257104,3,549300Q9WQZE336R0U94,27,KENSINGTON BANK,KENSINGTON,3,0000001409, ,58757,2359917,2359917,2359917,58757,2359917,200,7,0, ,27,0,41,10,"KENSINGTON BANCORP., INC.",BHC,KENSINGTON BK,NMB,KENSINGTON BK,41-0257104,549300Q9WQZE336R0U94,67,0,8,54448,"KENSINGTON BANCORP., INC.",0,282377,0,0,51,45,0,1,1,0,7381,50,67,9233,2,68
64788,5855,1063776, ,15424,24968,0,24968,4752, ,48-0221050,3,549300SZJNKNV106AN10,20,THE FIRST SECURITY BANK,OVERBROOK,3,0000004752, ,460350,1063776,1063776,1063776,460350,1063776,200,7,0, ,20,0,139,10,"OVERBROOK BANKSHARES, INC.",BHC,FIRST SECURITY BK,NMB,FIRST SECURITY BK,48-0221050,0,44,0,10,53722,"OVERBROOK BANKSHARES, INC.",0,61269,0,0,41,27,0,1,1,0,5462,164,44,6150,1,164
291369,30721,1827718, ,28623,24969,0,24969,5095, ,41-0256570,3,549300MNZNDD5FZ2PF62,27,STAR BANK,MAPLE LAKE,3,0000005095, ,715050,1827718,1827718,1827718,715050,1827718,200,7,17985, ,27,0,171,10,"MIDWEST BANCORPORATION, INC.",BHC,STAR BK,NMB,STAR BK,41-0256570,549300MNZNDD5FZ2PF62,58,0,8,11746,"MIDWEST BANCORPORATION, INC.",0,290404,0,0,47,35,0,1,1,0,5388,47,58,6496,3,280
116972,11406,1247969, ,9557,24970,0,24970,5116, ,41-0256120,3,549300INKSPQCTELMO58,27,GRANITE COMMUNITY BANK,COLD SPRING,3,0000005116, ,311256,1247969,1247969,1247969,311256,1247969,200,7,0, ,27,0,145,10,"FIRST BANCSHARES, INC., OF COL",BHC,GRANITE CMNTY BK,NMB,GRANITE CMNTY BK,41-0256120,549300INKSPQCTELMO58,34,0,8,14374,"FIRST BANCSHARES, INC., OF COL",0,112986,0,0,31,22,0,0,0,0,7325,0,34,8309,0,0
262518,26936,1485800, ,70413,24971,0,24971,5229, ,46-1257779,3,549300URHBBJ2KIQ3616,27,FORESIGHT BANK,PLAINVIEW,3,0000005229, ,755458,1485800,1485800,1485800,755458,1485800,200,7,0, ,27,0,157,10,"PLAINVIEW BANKSHARES, INC.",BHC,FORESIGHT BK,NMB,FORESIGHT BK,46-1257779,549300URHBBJ2KIQ3616,183,0,8,9183,"PLAINVIEW BANKSHARES, INC.",0,245797,0,0,164,139,0,15,15,0,32897,3531,183,35578,15,3531
453131,155132,1117688, ,69130,24972,0,24972,7586, ,24-0648945,3,549300EJ89CA12ZT7X03,42,THE LUZERNE BANK,LUZERNE,3,0000007586, ,501815,1117688,1117688,1117688,501815,1117688,200,7,0, ,42,0,79,10,"PENNS WOODS BANCORP, INC.",BHC,LUZERNE BK,NMB,LUZERNE BK,24-0648945,549300EJ89CA12ZT7X03,552,0,3,13939,"PENNS WOODS BANCORP, INC.",0,439010,0,0,446,370,3,14,14,1,43842,1148,552,55028,21,1928
3665517,3669128,1115385, ,1226495,24974,0,24974,11971, ,01-0024810,3,549300VR3QTN4GZYUR03,23,BAR HARBOR BANK & TRUST,BAR HARBOR,3,0000011971, ,522605,1115385,1115385,1115385,522605,1115385,200,7,0, ,23,0,9,10,BAR HARBOR BANKSHARES,BHC,BAR HARBOR BK & TR CO,NMB,BAR HARBOR BK & TR CO, ,0,1471,0,1,9261,BAR HARBOR BANKSHARES,0,3604567,119,274627828,923,881,1,52,52,0,222712,12745,1352,321474,79,18314
916855,83041,1141889, ,224719,24975,0,24975,14969, ,23-0764654,3,549300RIR04Y64SF4306,42,KISH BANK,BELLEVILLE,3,0000014969, ,600419,1141889,1141889,1141889,600419,1141889,200,7,0, ,42,0,87,10,"KISH BANCORP, INC.",FHD,KISH BK,NMB,KISH BK,23-0764654,549300RIR04Y64SF4306,659,0,3,11077,"KISH BANCORP, INC.",0,848479,0,0,544,508,24,27,27,0,104359,7083,659,127266,34,8114
278854,278854,0, ,32787,24977,0,24977,15671, ,57-0142030,3,549300LPLWFD36TB5P09,45,THE BANK OF CLARENDON,MANNING,3,0000015671, ,3720,0,0,-3720,3720, ,200,7,0, ,45,0,27,10,BANK OF CLARENDON,NMB,BANK OF CLARENDON,NMB,BANK OF CLARENDON, ,0,55,0,4,13654, ,0,271637,0,0,55,42,0,9,9,0,6647,832,55,6647,9,832
370704,50250,2269977, ,41781,24979,0,24979,16307, ,42-0627479,3,254900U7G0LJ4QNSFC86,19,MANUFACTURERS BANK & TRUST COM,FOREST CITY,3,0000016307, ,215345,2269977,2269977,2269977,215345,2269977,200,7,0, ,19,0,189,10,MBT CORP.,BHC,MANUFACTURERS B&TC,NMB,MANUFACTURERS B&TC,42-0627479,254900U7G0LJ4QNSFC86,347,0,8,14046,MBT CORP.,0,347126,0,0,318,274,0,10,10,0,56435,2023,347,60661,12,2390
872778,175610,1055155, ,46553,24981,0,24981,17614, ,48-0216340,3,549300LLESTPOVRG3X73,20,FARMERS BANK & TRUST,GREAT BEND,3,0000017614, ,482156,1055155,1055155,1055155,482156,1055155,200,7,0, ,20,0,9,10,"FARMERS ENTERPRISES, INC.",FHD,FARMERS B&TC,NMB,FARMERS B&TC,48-0216340,0,171,0,10,10157,"FARMERS ENTERPRISES, INC.",0,815191,0,0,142,83,0,8,7,0,20565,877,171,25093,14,1249
999581,124498,1417212, ,150382,24983,0,24983,17910, ,58-0806683,3,254900VA7WQ1PZGYI558,13,MORRIS BANK,DUBLIN,3,0000017910, ,423739,1417212,1417212,1417212,423739,1417212,200,7,15234, ,13,0,175,10,"MORRIS STATE BANCSHARES, INC.",BHC,MORRIS BK,NMB,MORRIS BK,58-0806683,0,451,0,4,15234,"MORRIS STATE BANCSHARES, INC.",0,749629,0,0,367,229,0,35,35,0,56080,2131,451,68677,52,4438
296830,24312,1107090, ,86769,24985,0,24985,19638, ,72-0632994,3,5493007JVSQYT5Y2V066,22,GUARANTY BANK & TRUST COMPANY,DELHI,3,0000019638, ,969255,1107090,1107090,1107090,969255,1107090,200,7,0, ,22,0,83,10,"DELHI BANCSHARES, INC.",FHD,GUARANTY B&TC OF DELHI,NMB,GUARANTY B&TC OF DELHI,72-0632994,0,320,0,9,52023,"DELHI BANCSHARES, INC.",0,253711,0,0,252,126,0,22,22,0,34265,1901,320,45155,38,3758
2058934,244469,3175794, ,487184,24987,0,24987,27744, ,35-0536850,3,549300V3ZIDKPJ5RPX64,18,MUTUALBANK,MUNCIE,3,0000027744, ,810777,3175794,3175794,3175794,810777,3175794,200,7,0, ,18,0,35,10,"MUTUALFIRST FINANCIAL, INC.",FHD,MUTUALBANK,NMB,MUTUAL BRANCH, , ,2629,0,6,210,"MUTUALFIRST FINANCIAL, INC.",0,2044013,0,0,1919,1822,51,103,103,6,245024,13144,2629,318676,158,17701
444604,61144,3846713, ,225386,24988,0,24988,27799, ,23-0953930,3,549300NLS4UT5V6RUS41,42,WILLIAM PENN BANK,LEVITTOWN,3,0000027799, ,664176,3846656,3846713,3846713,664176,3846713,300,7,299, ,42,0,17,20,"WILLIAM PENN, MHC",SLH,WILLIAM PENN BK,SSB,WILLIAM PENN BK,23-0953930,0,150,0,3,299,"WILLIAM PENN BANCORP, INC",0,403114,0,0,100,68,0,2,2,0,28193,693,150,43308,3,798
1799401,1799401,0, ,660617,24989,0,24989,28116, ,91-0480760,3,5493005JXQCVNMUHBR38,53,YAKIMA FEDERAL SAVINGS AND LOA,YAKIMA,3,0000028116, ,809771,0,0,-809771,809771, ,300,7,921, ,53,0,77,20,YAKIMA FS&LA,SSB,YAKIMA FS&LA,SSB,YAKIMA FS&LA, ,0,767,0,8,921, ,0,1890746,0,0,537,483,0,125,125,0,140651,24244,767,194335,208,38818
1295342,177051,4438366, ,332115,24990,0,24990,28405, ,91-0369590,3,549300XW2H531FLD3I90,53,FIRST FEDERAL SAVINGS AND LOAN,PORT ANGELES,3,0000028405, ,403179,4438366,4438366,4438366,403179,4438366,300,7,1528, ,53,0,9,20,FIRST NORTHWEST BANCORP,BHC,FIRST FS&LA,SSB,FIRST FS&LA,91-0369590,549300XW2H531FLD3I90,540,0,8,1528,FIRST NORTHWEST BANCORP,0,1242429,6,276400382,396,382,0,49,49,0,134262,18522,534,203645,58,20791
710543,710543,0, ,476979,24991,0,24991,28599, ,91-0346300,3,2549008GIE3QVYB2FT28,53,OLYMPIA FEDERAL SAVINGS & LOAN,OLYMPIA,3,0000028599, ,550279,0,0,-550279,550279, ,300,7,1925, ,53,0,67,20,OLYMPIA FS&LA,SSB,OLYMPIA FS&LA,SSB,OLYMPIA FS&LA, ,0,471,0,8,1925, ,0,662942,0,0,335,314,0,33,33,0,99234,10485,471,138572,54,15213
163878,163878,0, ,96047,24994,0,24994,29281, ,23-0747842,3,549300CHNWFL158WI547,42,WASHINGTON SAVINGS BANK,PHILADELPHIA,3,0000029281, ,231671,0,0,-231671,231671, ,300,7,3217, ,42,0,101,20,WASHINGTON SB,SSB,WASHINGTON SB,SSB,COMLY RD BR, , ,92,0,3,3217, ,0,164210,0,0,69,65,0,12,12,0,11008,2293,92,13331,21,3210
3918468,4020031,1208595, ,436128,24995,47,24995,4382, ,61-0229082,3,549300FXDZ53L0PEI366,21,"HERITAGE BANK USA, INC.",HOPKINSVILLE,3,0000030090, ,986672,3832556,3832556,1208595,693345,1208595,200,7,0, ,18,0,167,10,FIRST FINANCIAL CORPORATION,FHD,FIRST FNCL BK NA,NAT,4155 LAFAYETTE RD BR, , ,198,0,6,8814,"HOPFED BANCORP, INC.",0,929451,0,0,160,151,0,17,17,0,25116,3031,198,30674,22,3492
54703,54703,0, ,23897,24996,0,24996,30128, ,35-0188195,3,2549002F2MBMPG0YSQ20,18,BOONVILLE FEDERAL SAVINGS BANK,BOONVILLE,3,0000030128, ,991078,0,0,-991078,991078, ,300,7,4807, ,18,0,173,20,BOONVILLE FSB,SSB,BOONVILLE FSB,SSB,BOONVILLE FSB, ,0,54,0,6,4807, ,0,50823,0,0,49,43,4,7,5,0,4771,683,54,5084,8,763
243298,27200,3848427, ,121909,24997,0,24997,30367, ,21-0624164,3,2549004X2N6JAS9Z3C97,34,FIRST SAVINGS AND LOAN COMPANY,SEA ISLE CITY,3,0000030367, ,148470,3836899,3848427,3848427,148470,3848427,300,7,5236, ,34,0,9,20,"SEA ISLE FINANCIAL CORP, MHC",SLH,1ST BK OF SEA ISLE CITY,SSB,1ST BK OF SEA ISLE CITY,21-0624164,2549004X2N6JAS9Z3C97,44,0,2,5236,1ST CAPITAL HOLDING CORP.,0,241029,0,0,41,41,0,1,1,0,14117,225,44,14908,2,376
13673038,13683999,2003975, ,1240460,24999,0,24999,30788, ,81-0251125,3,549300ESRQ6OLBB56N04,30,GLACIER BANK,KALISPELL,3,0000030788, ,2634191,2003975,2003975,2003975,2634191,2003975,200,7,0, ,30,0,29,10,"GLACIER BANCORP, INC.",BHC,GLACIER BK,NMB,GLACIER BK,81-0251125,549300ESRQ6OLBB56N04,11404,0,8,5918,"GLACIER BANCORP, INC.",0,12102845,3,113668070,8124,7812,280,451,451,22,1866491,89999,11401,2650375,717,147802
202070,202070,0, ,59217,25000,0,25000,30819, ,37-0399845,3,549300HXQLIV5UBQEF05,17,COMMUNITY PARTNERS SAVINGS BAN,SALEM,3,0000030819, ,441078,0,0,-441078,441078, ,300,7,5968, ,17,0,121,20,COMMUNITY PTNRS SVGS BK,SSB,COMMUNITY PTNRS SVGS BK,SSB,COMMUNITY PTNRS SVGS BK, ,0,418,0,7,5968, ,0,201054,0,0,232,223,0,11,11,0,17007,778,418,29195,24,2027
62169,10754,3681307, ,22167,25001,0,25001,31381, ,62-0680504,3,254900RZ0M4WWEU4PD15,47,SECURITY FEDERAL BANK,ELIZABETHTON,3,0000031381, ,406778,3681307,3681307,3681307,406778,3681307,300,7,6842, ,47,0,19,20,"SFB BANCORP, INC.",SLH,SECURITY FED BK,SSB,SECURITY FED BK,62-0680504,0,90,0,5,6842,"SFB BANCORP, INC.",0,68042,0,0,64,61,0,2,2,0,5743,133,90,8587,2,133
2267465,2267875,2849799, ,560676,25003,0,25003,35295, ,56-2184826,3,549300PP6R8WIOP60124,45,SOUTHERN FIRST BANK,GREENVILLE,3,0000035295, ,2849801,2849799,2849799,2849799,2849801,2849799,200,7,17412, ,45,0,45,10,"SOUTHERN FIRST BANCSHARES, INC",BHC,SOUTHERN FIRST BK,NMB,SOUTHERN FIRST BK,56-2184826,549300PP6R8WIOP60124,2420,0,4,17412,"SOUTHERN FIRST BANCSHARES, INC",0,1901428,0,0,2296,2169,51,156,156,5,664455,38425,2420,704918,171,42599
1179378,140664,4980409, ,120686,25007,0,25007,57944, ,20-2274763,3,549300WOJCNL7B110W30,6,OPEN BANK,LOS ANGELES,3,0000057944, ,3357219,4980409,4980409,4980409,3357219,4980409,200,7,0, ,6,20,37,10,OP BANCORP,BHC,OPEN BK,NMB,OPEN BK,20-2274763,549300WOJCNL7B110W30,104,0,11,53864,OP BANCORP,0,1044131,0,0,77,77,0,76,76,0,29582,28965,104,41613,103,40996
7017594,7017776,2393274, ,759704,25014,0,25014,58564, ,41-2231564,3,549300QVXT6121Q7E798,36,FLUSHING BANK,UNIONDALE,3,0000058564, ,959304,2393274,2393274,2393274,959304,2393274,200,7,0, ,36,0,59,10,FLUSHING FINANCIAL CORPORATION,BHC,FLUSHING BK,NMB,FLUSHING BK, ,0,331,0,2,54020,FLUSHING FINANCIAL CORPORATION,0,6833890,0,0,247,37,0,22,22,0,344130,15517,331,414160,34,23060
169774,17115,3879720, ,26047,25017,0,25017,58932, ,26-4233470,3,549300P4P14Y3SHHUE92,48,TEXAS HILL COUNTRY BANK,BANDERA,3,0000058932, ,3806481,3879720,3879720,3879720,3806481,3879720,200,7,0, ,48,0,19,10,"TEXAS HILL COUNTRY BANCSHARES,",BHC,TEXAS HILL COUNTRY BK,NMB,TEXAS HILL COUNTRY BK,26-4233470,549300P4P14Y3SHHUE92,79,0,9,55256,"TEXAS HILL COUNTRY BANCSHARES,",0,150563,0,0,44,28,0,4,4,0,9322,613,79,17982,15,3575
3927983,4062483,4973353, ,1092515,25018,0,25018,59070, ,04-1123040,3,549300E0KRXI8PZWAO17,25,HARBORONE BANK,BROCKTON,3,0000059070, ,40499,4973353,4973353,4973353,40499,4973353,320,7,0, ,25,0,23,20,"HARBORONE BANCORP, INC.",BHC,HARBORONE BK,CPB,HARBORONE BK,04-1123040,0,30,0,1,15304,"HARBORONE BANCORP, INC.",0,3656684,0,0,29,2,0,0,0,0,119302,0,30,119726,0,0
